Actividad,Cantidad,Region,Clave Estado,Estado,Mes,Anio
RECORRIDOS TERRESTRES,55,PACIFICO SUR,14,JALISCO,FEBRERO,2010
RECORRIDOS TERRESTRES,82,PACIFICO SUR,14,JALISCO,MARZO,2010
RECORRIDOS TERRESTRES,73,PACIFICO SUR,14,JALISCO,ABRIL,2010
RECORRIDOS TERRESTRES,101,PACIFICO SUR,14,JALISCO,MAYO,2010
RECORRIDOS TERRESTRES,111,PACIFICO SUR,14,JALISCO,JUNIO,2010
RECORRIDOS TERRESTRES,126,PACIFICO SUR,14,JALISCO,JULIO,2010
RECORRIDOS TERRESTRES,201,PACIFICO SUR,14,JALISCO,AGOSTO,2010
RECORRIDOS TERRESTRES,209,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
RECORRIDOS TERRESTRES,206,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
RECORRIDOS TERRESTRES,196,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
RECORRIDOS TERRESTRES,189,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
RECORRIDOS ACUATICOS,15,PACIFICO SUR,14,JALISCO,ENERO,2010
RECORRIDOS ACUATICOS,10,PACIFICO SUR,14,JALISCO,FEBRERO,2010
RECORRIDOS ACUATICOS,16,PACIFICO SUR,14,JALISCO,MARZO,2010
RECORRIDOS ACUATICOS,13,PACIFICO SUR,14,JALISCO,ABRIL,2010
RECORRIDOS ACUATICOS,18,PACIFICO SUR,14,JALISCO,MAYO,2010
RECORRIDOS ACUATICOS,14,PACIFICO SUR,14,JALISCO,JUNIO,2010
RECORRIDOS ACUATICOS,91,PACIFICO SUR,14,JALISCO,JULIO,2010
RECORRIDOS ACUATICOS,145,PACIFICO SUR,14,JALISCO,AGOSTO,2010
RECORRIDOS ACUATICOS,145,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
RECORRIDOS ACUATICOS,148,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
RECORRIDOS ACUATICOS,154,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
RECORRIDOS ACUATICOS,151,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,ENERO,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,FEBRERO,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,MARZO,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,ABRIL,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,MAYO,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,JUNIO,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,JULIO,2010
PUNTOS DE REVISION,5,PACIFICO SUR,14,JALISCO,AGOSTO,2010
PUNTOS DE REVISION,9,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
PUNTOS DE REVISION,9,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
PUNTOS DE REVISION,0,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,ENERO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,FEBRERO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,MARZO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,ABRIL,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,MAYO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,JUNIO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,JULIO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,AGOSTO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
INSPECCIONES REALIZADAS,14,PACIFICO SUR,14,JALISCO,ENERO,2010
INSPECCIONES REALIZADAS,24,PACIFICO SUR,14,JALISCO,FEBRERO,2010
INSPECCIONES REALIZADAS,29,PACIFICO SUR,14,JALISCO,MARZO,2010
INSPECCIONES REALIZADAS,37,PACIFICO SUR,14,JALISCO,ABRIL,2010
INSPECCIONES REALIZADAS,26,PACIFICO SUR,14,JALISCO,MAYO,2010
INSPECCIONES REALIZADAS,38,PACIFICO SUR,14,JALISCO,JUNIO,2010
INSPECCIONES REALIZADAS,36,PACIFICO SUR,14,JALISCO,JULIO,2010
INSPECCIONES REALIZADAS,45,PACIFICO SUR,14,JALISCO,AGOSTO,2010
INSPECCIONES REALIZADAS,35,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
INSPECCIONES REALIZADAS,41,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
INSPECCIONES REALIZADAS,25,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
INSPECCIONES REALIZADAS,33,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,ENERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,FEBRERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,MARZO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,ABRIL,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,MAYO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,JUNIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,JULIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,AGOSTO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,SEPTIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,OCTUBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,NOVIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,14,JALISCO,DICIEMBRE,2010
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,15,MEXICO,ENERO,2010
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
RECORRIDOS TERRESTRES,4,AGUAS INTERIORES,15,MEXICO,MARZO,2010
RECORRIDOS TERRESTRES,5,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
RECORRIDOS TERRESTRES,3,AGUAS INTERIORES,15,MEXICO,MAYO,2010
RECORRIDOS TERRESTRES,3,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
RECORRIDOS TERRESTRES,5,AGUAS INTERIORES,15,MEXICO,JULIO,2010
RECORRIDOS TERRESTRES,4,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
RECORRIDOS TERRESTRES,7,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
RECORRIDOS TERRESTRES,4,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
RECORRIDOS TERRESTRES,4,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
RECORRIDOS TERRESTRES,3,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
RECORRIDOS ACUATICOS,1,AGUAS INTERIORES,15,MEXICO,ENERO,2010
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
RECORRIDOS ACUATICOS,4,AGUAS INTERIORES,15,MEXICO,MARZO,2010
RECORRIDOS ACUATICOS,3,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
RECORRIDOS ACUATICOS,2,AGUAS INTERIORES,15,MEXICO,MAYO,2010
RECORRIDOS ACUATICOS,6,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
RECORRIDOS ACUATICOS,6,AGUAS INTERIORES,15,MEXICO,JULIO,2010
RECORRIDOS ACUATICOS,5,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
RECORRIDOS ACUATICOS,3,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
RECORRIDOS ACUATICOS,2,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
RECORRIDOS ACUATICOS,2,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
RECORRIDOS ACUATICOS,5,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
PUNTOS DE REVISION,0,AGUAS INTERIORES,15,MEXICO,ENERO,2010
PUNTOS DE REVISION,0,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
PUNTOS DE REVISION,1,AGUAS INTERIORES,15,MEXICO,MARZO,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,MAYO,2010
PUNTOS DE REVISION,4,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,JULIO,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
PUNTOS DE REVISION,1,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,ENERO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,MARZO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,MAYO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,JULIO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,15,MEXICO,ENERO,2010
INSPECCIONES REALIZADAS,4,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
INSPECCIONES REALIZADAS,22,AGUAS INTERIORES,15,MEXICO,MARZO,2010
INSPECCIONES REALIZADAS,6,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
INSPECCIONES REALIZADAS,1,AGUAS INTERIORES,15,MEXICO,MAYO,2010
INSPECCIONES REALIZADAS,21,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
INSPECCIONES REALIZADAS,16,AGUAS INTERIORES,15,MEXICO,JULIO,2010
INSPECCIONES REALIZADAS,10,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
INSPECCIONES REALIZADAS,6,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
INSPECCIONES REALIZADAS,7,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
INSPECCIONES REALIZADAS,15,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
INSPECCIONES REALIZADAS,13,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,ENERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,FEBRERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,MARZO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,ABRIL,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,MAYO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,JUNIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,JULIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,AGOSTO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,SEPTIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,OCTUBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,NOVIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,15,MEXICO,DICIEMBRE,2010
RECORRIDOS TERRESTRES,15,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
RECORRIDOS TERRESTRES,20,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
RECORRIDOS TERRESTRES,15,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
RECORRIDOS TERRESTRES,12,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
RECORRIDOS TERRESTRES,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
RECORRIDOS TERRESTRES,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
RECORRIDOS TERRESTRES,20,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
RECORRIDOS TERRESTRES,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
RECORRIDOS TERRESTRES,14,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
RECORRIDOS TERRESTRES,14,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
RECORRIDOS TERRESTRES,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
RECORRIDOS TERRESTRES,7,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
RECORRIDOS ACUATICOS,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
RECORRIDOS ACUATICOS,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
RECORRIDOS ACUATICOS,17,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
RECORRIDOS ACUATICOS,14,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
RECORRIDOS ACUATICOS,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
RECORRIDOS ACUATICOS,17,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
RECORRIDOS ACUATICOS,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
RECORRIDOS ACUATICOS,9,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
RECORRIDOS ACUATICOS,22,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
RECORRIDOS ACUATICOS,50,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
RECORRIDOS ACUATICOS,65,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
RECORRIDOS ACUATICOS,31,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
PUNTOS DE REVISION,2,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
PUNTOS DE REVISION,4,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
PUNTOS DE REVISION,6,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
PUNTOS DE REVISION,7,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
PUNTOS DE REVISION,6,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
PUNTOS DE REVISION,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
PLATICAS DE PREVENCION,ND,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
INSPECCIONES REALIZADAS,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
INSPECCIONES REALIZADAS,17,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
INSPECCIONES REALIZADAS,15,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
INSPECCIONES REALIZADAS,9,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
INSPECCIONES REALIZADAS,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
INSPECCIONES REALIZADAS,10,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
INSPECCIONES REALIZADAS,19,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
INSPECCIONES REALIZADAS,10,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
INSPECCIONES REALIZADAS,16,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
INSPECCIONES REALIZADAS,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
INSPECCIONES REALIZADAS,7,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
INSPECCIONES REALIZADAS,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2010
RECORRIDOS TERRESTRES,16,AGUAS INTERIORES,17,MORELOS,ENERO,2010
RECORRIDOS TERRESTRES,7,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
RECORRIDOS TERRESTRES,20,AGUAS INTERIORES,17,MORELOS,MARZO,2010
RECORRIDOS TERRESTRES,21,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
RECORRIDOS TERRESTRES,23,AGUAS INTERIORES,17,MORELOS,MAYO,2010
RECORRIDOS TERRESTRES,24,AGUAS INTERIORES,17,MORELOS,JUNIO,2010
RECORRIDOS TERRESTRES,21,AGUAS INTERIORES,17,MORELOS,JULIO,2010
RECORRIDOS TERRESTRES,23,AGUAS INTERIORES,17,MORELOS,AGOSTO,2010
RECORRIDOS TERRESTRES,19,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2010
RECORRIDOS TERRESTRES,23,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2010
RECORRIDOS TERRESTRES,21,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2010
RECORRIDOS TERRESTRES,15,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2010
RECORRIDOS ACUATICOS,3,AGUAS INTERIORES,17,MORELOS,ENERO,2010
RECORRIDOS ACUATICOS,1,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,MARZO,2010
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
RECORRIDOS ACUATICOS,1,AGUAS INTERIORES,17,MORELOS,MAYO,2010
RECORRIDOS ACUATICOS,4,AGUAS INTERIORES,17,MORELOS,JUNIO,2010
RECORRIDOS ACUATICOS,5,AGUAS INTERIORES,17,MORELOS,JULIO,2010
RECORRIDOS ACUATICOS,7,AGUAS INTERIORES,17,MORELOS,AGOSTO,2010
RECORRIDOS ACUATICOS,4,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2010
RECORRIDOS ACUATICOS,4,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2010
RECORRIDOS ACUATICOS,6,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2010
RECORRIDOS ACUATICOS,4,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,17,MORELOS,ENERO,2010
PUNTOS DE REVISION,1,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
PUNTOS DE REVISION,1,AGUAS INTERIORES,17,MORELOS,MARZO,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,17,MORELOS,MAYO,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,17,MORELOS,JUNIO,2010
PUNTOS DE REVISION,4,AGUAS INTERIORES,17,MORELOS,JULIO,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,17,MORELOS,AGOSTO,2010
PUNTOS DE REVISION,2,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2010
PUNTOS DE REVISION,3,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2010
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2010
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,ENERO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,MARZO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,MAYO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,JUNIO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,JULIO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,AGOSTO,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2010
PLATICAS DE PREVENCION,ND,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2010
INSPECCIONES REALIZADAS,3,AGUAS INTERIORES,17,MORELOS,ENERO,2010
INSPECCIONES REALIZADAS,1,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
INSPECCIONES REALIZADAS,4,AGUAS INTERIORES,17,MORELOS,MARZO,2010
INSPECCIONES REALIZADAS,6,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
INSPECCIONES REALIZADAS,11,AGUAS INTERIORES,17,MORELOS,MAYO,2010
INSPECCIONES REALIZADAS,11,AGUAS INTERIORES,17,MORELOS,JUNIO,2010
INSPECCIONES REALIZADAS,6,AGUAS INTERIORES,17,MORELOS,JULIO,2010
INSPECCIONES REALIZADAS,5,AGUAS INTERIORES,17,MORELOS,AGOSTO,2010
INSPECCIONES REALIZADAS,3,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2010
INSPECCIONES REALIZADAS,9,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2010
INSPECCIONES REALIZADAS,7,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2010
INSPECCIONES REALIZADAS,4,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,ENERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,FEBRERO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,MARZO,2010
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,ABRIL,2010
