Actividad,Cantidad,Region,Clave Estado,Estado,Mes,Anio
RECORRIDOS TERRESTRES,56,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
RECORRIDOS TERRESTRES,34,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
RECORRIDOS TERRESTRES,24,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
RECORRIDOS TERRESTRES,32,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
RECORRIDOS ACUATICOS,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2015
RECORRIDOS ACUATICOS,7,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2015
RECORRIDOS ACUATICOS,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2015
RECORRIDOS ACUATICOS,10,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2015
RECORRIDOS ACUATICOS,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2015
RECORRIDOS ACUATICOS,4,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2015
RECORRIDOS ACUATICOS,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2015
RECORRIDOS ACUATICOS,25,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2015
RECORRIDOS ACUATICOS,29,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
RECORRIDOS ACUATICOS,21,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
RECORRIDOS ACUATICOS,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
RECORRIDOS ACUATICOS,2,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
PUNTOS DE REVISION,4,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2015
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2015
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2015
PUNTOS DE REVISION,13,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2015
PUNTOS DE REVISION,12,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2015
PUNTOS DE REVISION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2015
PUNTOS DE REVISION,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2015
PUNTOS DE REVISION,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2015
PUNTOS DE REVISION,0,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
PUNTOS DE REVISION,10,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
PUNTOS DE REVISION,1,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
PUNTOS DE REVISION,1,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
PLATICAS DE PREVENCION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2015
PLATICAS DE PREVENCION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2015
PLATICAS DE PREVENCION,12,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2015
PLATICAS DE PREVENCION,13,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2015
PLATICAS DE PREVENCION,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2015
PLATICAS DE PREVENCION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2015
PLATICAS DE PREVENCION,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2015
PLATICAS DE PREVENCION,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2015
PLATICAS DE PREVENCION,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
PLATICAS DE PREVENCION,3,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
PLATICAS DE PREVENCION,1,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
PLATICAS DE PREVENCION,10,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
INSPECCIONES REALIZADAS,8,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2015
INSPECCIONES REALIZADAS,9,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2015
INSPECCIONES REALIZADAS,9,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2015
INSPECCIONES REALIZADAS,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2015
INSPECCIONES REALIZADAS,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2015
INSPECCIONES REALIZADAS,9,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2015
INSPECCIONES REALIZADAS,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2015
INSPECCIONES REALIZADAS,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2015
INSPECCIONES REALIZADAS,6,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
INSPECCIONES REALIZADAS,21,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
INSPECCIONES REALIZADAS,6,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
INSPECCIONES REALIZADAS,4,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,11,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ENERO,2015
ACTOS DE VIGILANCIA REALIZADOS,12,PACIFICO SUR,16,MICHOACAN DE OCAMPO,FEBRERO,2015
ACTOS DE VIGILANCIA REALIZADOS,18,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MARZO,2015
ACTOS DE VIGILANCIA REALIZADOS,22,PACIFICO SUR,16,MICHOACAN DE OCAMPO,ABRIL,2015
ACTOS DE VIGILANCIA REALIZADOS,19,PACIFICO SUR,16,MICHOACAN DE OCAMPO,MAYO,2015
ACTOS DE VIGILANCIA REALIZADOS,38,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JUNIO,2015
ACTOS DE VIGILANCIA REALIZADOS,34,PACIFICO SUR,16,MICHOACAN DE OCAMPO,JULIO,2015
ACTOS DE VIGILANCIA REALIZADOS,47,PACIFICO SUR,16,MICHOACAN DE OCAMPO,AGOSTO,2015
ACTOS DE VIGILANCIA REALIZADOS,52,PACIFICO SUR,16,MICHOACAN DE OCAMPO,SEPTIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,59,PACIFICO SUR,16,MICHOACAN DE OCAMPO,OCTUBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,28,PACIFICO SUR,16,MICHOACAN DE OCAMPO,NOVIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,5,PACIFICO SUR,16,MICHOACAN DE OCAMPO,DICIEMBRE,2015
RECORRIDOS TERRESTRES,20,AGUAS INTERIORES,17,MORELOS,ENERO,2015
RECORRIDOS TERRESTRES,18,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
RECORRIDOS TERRESTRES,19,AGUAS INTERIORES,17,MORELOS,MARZO,2015
RECORRIDOS TERRESTRES,14,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
RECORRIDOS TERRESTRES,14,AGUAS INTERIORES,17,MORELOS,MAYO,2015
RECORRIDOS TERRESTRES,14,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
RECORRIDOS TERRESTRES,15,AGUAS INTERIORES,17,MORELOS,JULIO,2015
RECORRIDOS TERRESTRES,12,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
RECORRIDOS TERRESTRES,6,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
RECORRIDOS TERRESTRES,4,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
RECORRIDOS TERRESTRES,8,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,ENERO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,MARZO,2015
RECORRIDOS ACUATICOS,2,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
RECORRIDOS ACUATICOS,5,AGUAS INTERIORES,17,MORELOS,MAYO,2015
RECORRIDOS ACUATICOS,3,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,JULIO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
RECORRIDOS ACUATICOS,1,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
RECORRIDOS ACUATICOS,2,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
RECORRIDOS ACUATICOS,5,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,ENERO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
PUNTOS DE REVISION,1,AGUAS INTERIORES,17,MORELOS,MARZO,2015
PUNTOS DE REVISION,1,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
PUNTOS DE REVISION,4,AGUAS INTERIORES,17,MORELOS,MAYO,2015
PUNTOS DE REVISION,2,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
PUNTOS DE REVISION,2,AGUAS INTERIORES,17,MORELOS,JULIO,2015
PUNTOS DE REVISION,1,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
PLATICAS DE PREVENCION,12,AGUAS INTERIORES,17,MORELOS,ENERO,2015
PLATICAS DE PREVENCION,24,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
PLATICAS DE PREVENCION,31,AGUAS INTERIORES,17,MORELOS,MARZO,2015
PLATICAS DE PREVENCION,13,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
PLATICAS DE PREVENCION,19,AGUAS INTERIORES,17,MORELOS,MAYO,2015
PLATICAS DE PREVENCION,5,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
PLATICAS DE PREVENCION,12,AGUAS INTERIORES,17,MORELOS,JULIO,2015
PLATICAS DE PREVENCION,2,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
PLATICAS DE PREVENCION,3,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
PLATICAS DE PREVENCION,2,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
PLATICAS DE PREVENCION,3,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,ENERO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
INSPECCIONES REALIZADAS,2,AGUAS INTERIORES,17,MORELOS,MARZO,2015
INSPECCIONES REALIZADAS,2,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
INSPECCIONES REALIZADAS,4,AGUAS INTERIORES,17,MORELOS,MAYO,2015
INSPECCIONES REALIZADAS,2,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,JULIO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
INSPECCIONES REALIZADAS,1,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
INSPECCIONES REALIZADAS,4,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,ENERO,2015
ACTOS DE VIGILANCIA REALIZADOS,6,AGUAS INTERIORES,17,MORELOS,FEBRERO,2015
ACTOS DE VIGILANCIA REALIZADOS,7,AGUAS INTERIORES,17,MORELOS,MARZO,2015
ACTOS DE VIGILANCIA REALIZADOS,7,AGUAS INTERIORES,17,MORELOS,ABRIL,2015
ACTOS DE VIGILANCIA REALIZADOS,6,AGUAS INTERIORES,17,MORELOS,MAYO,2015
ACTOS DE VIGILANCIA REALIZADOS,6,AGUAS INTERIORES,17,MORELOS,JUNIO,2015
ACTOS DE VIGILANCIA REALIZADOS,8,AGUAS INTERIORES,17,MORELOS,JULIO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,AGOSTO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,SEPTIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,OCTUBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,NOVIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,17,MORELOS,DICIEMBRE,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,ENERO,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,MARZO,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,MAYO,2015
RECORRIDOS TERRESTRES,30,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
RECORRIDOS TERRESTRES,114,PACIFICO NORTE,18,NAYARIT,JULIO,2015
RECORRIDOS TERRESTRES,98,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
RECORRIDOS TERRESTRES,93,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
RECORRIDOS TERRESTRES,108,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
RECORRIDOS TERRESTRES,92,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
RECORRIDOS TERRESTRES,87,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,ENERO,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,MARZO,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,MAYO,2015
RECORRIDOS ACUATICOS,30,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
RECORRIDOS ACUATICOS,72,PACIFICO NORTE,18,NAYARIT,JULIO,2015
RECORRIDOS ACUATICOS,55,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
RECORRIDOS ACUATICOS,85,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
RECORRIDOS ACUATICOS,40,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
RECORRIDOS ACUATICOS,21,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
RECORRIDOS ACUATICOS,15,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,ENERO,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,MARZO,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,MAYO,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
PUNTOS DE REVISION,3,PACIFICO NORTE,18,NAYARIT,JULIO,2015
PUNTOS DE REVISION,5,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
PUNTOS DE REVISION,6,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
PUNTOS DE REVISION,2,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
PUNTOS DE REVISION,7,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
PUNTOS DE REVISION,7,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
PLATICAS DE PREVENCION,2,PACIFICO NORTE,18,NAYARIT,ENERO,2015
PLATICAS DE PREVENCION,2,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
PLATICAS DE PREVENCION,3,PACIFICO NORTE,18,NAYARIT,MARZO,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,MAYO,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,JULIO,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
PLATICAS DE PREVENCION,2,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
PLATICAS DE PREVENCION,4,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
PLATICAS DE PREVENCION,5,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
INSPECCIONES REALIZADAS,6,PACIFICO NORTE,18,NAYARIT,ENERO,2015
INSPECCIONES REALIZADAS,5,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
INSPECCIONES REALIZADAS,12,PACIFICO NORTE,18,NAYARIT,MARZO,2015
INSPECCIONES REALIZADAS,15,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
INSPECCIONES REALIZADAS,15,PACIFICO NORTE,18,NAYARIT,MAYO,2015
INSPECCIONES REALIZADAS,4,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
INSPECCIONES REALIZADAS,19,PACIFICO NORTE,18,NAYARIT,JULIO,2015
INSPECCIONES REALIZADAS,9,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
INSPECCIONES REALIZADAS,18,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
INSPECCIONES REALIZADAS,6,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
INSPECCIONES REALIZADAS,10,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
INSPECCIONES REALIZADAS,8,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,6,PACIFICO NORTE,18,NAYARIT,ENERO,2015
ACTOS DE VIGILANCIA REALIZADOS,9,PACIFICO NORTE,18,NAYARIT,FEBRERO,2015
ACTOS DE VIGILANCIA REALIZADOS,46,PACIFICO NORTE,18,NAYARIT,MARZO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,PACIFICO NORTE,18,NAYARIT,ABRIL,2015
ACTOS DE VIGILANCIA REALIZADOS,6,PACIFICO NORTE,18,NAYARIT,MAYO,2015
ACTOS DE VIGILANCIA REALIZADOS,5,PACIFICO NORTE,18,NAYARIT,JUNIO,2015
ACTOS DE VIGILANCIA REALIZADOS,12,PACIFICO NORTE,18,NAYARIT,JULIO,2015
ACTOS DE VIGILANCIA REALIZADOS,15,PACIFICO NORTE,18,NAYARIT,AGOSTO,2015
ACTOS DE VIGILANCIA REALIZADOS,20,PACIFICO NORTE,18,NAYARIT,SEPTIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,25,PACIFICO NORTE,18,NAYARIT,OCTUBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,65,PACIFICO NORTE,18,NAYARIT,NOVIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,30,PACIFICO NORTE,18,NAYARIT,DICIEMBRE,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,JULIO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,AGOSTO,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,SEPTIEMBRE,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,OCTUBRE,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,NOVIEMBRE,2015
RECORRIDOS TERRESTRES,0,AGUAS INTERIORES,19,NUEVO LEON,DICIEMBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,JULIO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,AGOSTO,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,SEPTIEMBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,OCTUBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,NOVIEMBRE,2015
RECORRIDOS ACUATICOS,0,AGUAS INTERIORES,19,NUEVO LEON,DICIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,JULIO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,AGOSTO,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,SEPTIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,OCTUBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,NOVIEMBRE,2015
PUNTOS DE REVISION,0,AGUAS INTERIORES,19,NUEVO LEON,DICIEMBRE,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,JULIO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,AGOSTO,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,SEPTIEMBRE,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,OCTUBRE,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,NOVIEMBRE,2015
PLATICAS DE PREVENCION,0,AGUAS INTERIORES,19,NUEVO LEON,DICIEMBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,JULIO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,AGOSTO,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,SEPTIEMBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,OCTUBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,NOVIEMBRE,2015
INSPECCIONES REALIZADAS,0,AGUAS INTERIORES,19,NUEVO LEON,DICIEMBRE,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,ENERO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,FEBRERO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,MARZO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,ABRIL,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,MAYO,2015
ACTOS DE VIGILANCIA REALIZADOS,0,AGUAS INTERIORES,19,NUEVO LEON,JUNIO,2015
