AÑO,ESTADO,MUNICIPIO,LOCALIDAD,RNP_TITULAR,RAZÓN SOCIAL,ZONA_OPERACION,RNP_EMBARCACION,EMBARCACIÓN,MATRÍCULA,PESQUERÍA,PERMISO,FECHA_INICIO,FECHA_TERMINO
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,34777,SEBASTIAN I,2503062323-6,CAMARON DE ALTAMAR,10601013626,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,20610,MARBEA II,2503015123-1,CAMARON DE ALTAMAR,12604010815,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508005507,"PESCA MAR Y SOL, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,16618,SAN JUAN,2503072723-9,CAMARON DE ALTAMAR,12508013644,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508005507,"PESCA MAR Y SOL, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,25999,MEMITO,2503063323-9,CAMARON DE ALTAMAR,12607011104,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,601001571,"PESCAMAR DE MANZANILLO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,10660,DON SANTIAGO I,2503114823-5,CAMARON DE ALTAMAR,10601010086,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508008121,"PESQUERA ALI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,54965,ALI II,2503035423-5,CAMARON DE ALTAMAR,12508012785,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006869,PESQUERA ATILA SA DE CV,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,18507,MARIANO,2503064223-5,CAMARON DE ALTAMAR,12508010331,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508008550,"PESQUERA CRISTO, S.A. DE C.V.                                         ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,56242,CRISTO V,2503224023-6,CAMARON DE ALTAMAR,125080193622,2012-08-14,2016-08-13
2012,SONORA,GUAYMAS,GUAYMAS,2604010641,"PESQUERA EL MORROÑO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,20065,MINERVA,2802027623-3,CAMARON DE ALTAMAR,12604010858,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55368,EL CHICUY,2503042223-6,CAMARON DE ALTAMAR,12511010557,2012-08-14,2016-08-13
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607004070,"PESQUERA RODOLFO DEL MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,1891,FELIPE ANGELES,2601073023-9,CAMARON DE ALTAMAR,10207013179,2012-08-14,2016-08-13
2012,SONORA,PUERTO PEÑASCO,PUERTO  PEÑASCO,2607002082,"S. C. P. P. ESCAMEROS Y CAMARONEROS DE PEÑASCO, S. C. L.                        ","AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO, EN NINGÚN CASO PODRÁN OPERAR AL NORTE DEL PARALELO DE LOS 31° DE L.N., DENTRO DEL GOLFO DE CALIFORNIA",50476,ERNESTINA I,2601062423-9,TIBURON,126070832009,2012-08-14,2016-04-30
2012,CIUDAD DE MÉXICO,MIGUEL HIDALGO,CIUDAD DE MÉXICO,203011994,"HERSEA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACÍFICO.,646,CARTADEDECES,0701955433-6,TUNIDOS,CP-007/2012,2012-08-13,2032-08-12
2012,CIUDAD DE MÉXICO,MIGUEL HIDALGO,CIUDAD DE MÉXICO,203011994,"HERSEA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACÍFICO.,1644,ARKOS I CHIAPAS,0701955533-6,TUNIDOS,CP-006/2012,2012-08-13,2032-08-12
2012,CIUDAD DE MÉXICO,MIGUEL HIDALGO,CIUDAD DE MÉXICO,203011994,"HERSEA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACÍFICO.,47076,BONNIE,0701966533-3,TUNIDOS,CP-002/2012,2012-08-13,2032-08-12
2012,COLIMA,MANZANILLO,60070001,601002116,MARTUNA S.A DE C.V.,EN AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACÍFICO.,43018,MARIA LUISA,0601001233-8,TUNIDOS,CP-008/2012,2012-08-13,2032-08-12
2012,SONORA,HUATABAMPO,HUATABAMPO,2604004883,TERESITA DE JESUS ESPINOZA MENDIVIL ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,27235,PROPEMEX T-40,2602030623-6,CAMARON DE ALTAMAR,12609013804,2012-08-13,2016-08-12
2012,SINALOA,AHOME,TOPOLOBAMPO,2511002145,ENSENADA DE SANTA MARIA S.C. DE R.L. DE C.V.                          ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,19133,FIPESCO 27,2501216023-7,CAMARON DE ALTAMAR,12511010412,2012-08-10,2016-08-09
2012,SINALOA,MAZATLÁN,MAZATLAN,2508007909,"PESQUERA ABEL NOE, S.A. DE C.V.                                       ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,1867,ABEL NOE II,2503131823-8,CAMARON DE ALTAMAR,12607010038,2012-08-10,2016-08-09
2012,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,305000242,"SCPP. DE ALTAMAR DE LAS 200 MILLAS DE MAR PATRIMONIAL,L.E.A., S. C.DE R.L. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,43851,200 MILLAS I,0304067723-5,CAMARON DE ALTAMAR,10305013180,2012-08-10,2016-08-09
2012,SINALOA,MAZATLÁN,MAZATLAN,2508011679,"OPERADORA LAURA ANTONIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,37986,PELAGICO I,2503008823-8,CALAMAR,10601516707,2012-08-09,2016-08-08
2012,SINALOA,MAZATLÁN,MAZATLAN,2508011679,"OPERADORA LAURA ANTONIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,37986,PELAGICO I,2503008823-8,ESCAMA,106015993055,2012-08-08,2016-08-07
2012,SINALOA,MAZATLÁN,,2508006224,"PESQUERA SERGIO MAR, SA DE CV",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,16980,PRESIDENTE BENITO JUAREZ II,2503067123-1,CAMARON DE ALTAMAR,12508013794B,2012-08-07,2016-08-06
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,207001801,"MARISCOS DE SAN FELIPE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,46029,PERLA DEL PACIFICO,0202046223-6,TIBURON,1020308320259,2012-08-06,2016-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005648,"PESQUERIA 15 DE SEPTIEMBRE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55517,DOÑA DELFINA VI,2503114523-3,TIBURON,10705483251,2012-08-06,2015-04-30
2012,BAJA CALIFORNIA,ENSENADA,,203007430,FEDERICO NUÑEZ AGUILERA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DE LA COSTA DEL PACÍFICO DEL ESTADO DE BAJA CALIFORNIA,47332,CHRIS,0201216430-1,CALAMAR GIGANTE,102030167093,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007073,"FREDDIE AVILA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,19109,FREDDIE I,2503005123-6,CAMARON DE ALTAMAR,12508014207,2012-08-03,2016-08-02
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014485,"LIVE BAIT ENSENADA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,47761,CAP LUIS PINEL,0201240420-8,TIBURON,1020308320243,2012-08-03,2016-04-30
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808005041,MARCO ANTONIO CARRILLO AGUILERA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,4168,FINICIO III,2804031923-7,CAMARON DE ALTAMAR,22808013551,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,40741,SEBASTIAN XIV,2503053723-3,CALAMAR,125080167092,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO,17095,SEBASTIAN XI,2503051023-6,CALAMAR,125080167091,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,54197,SEBASTIAN XII,2503053423-5,CALAMAR,125080167090,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,41913,MARIANO PEREZ,2503257623-2,CALAMAR,125080167094,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,10579,SEBASTIAN VII,2503207123-3,CALAMAR,125080167095,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO,54239,SEBASTIAN IX,2503053323-3,CALAMAR,125080167096,2012-08-03,2014-08-02
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203006382,"PESQUERA ALDEVEL, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL EN EL LITORAL DEL OCÉANO PACÍFICO,36939,OSCAR I,0201115433-7,TIBURON,1020308320244,2012-08-03,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,22590,DON ANTONIO PEREZ XIX,2503264623-3,CALAMAR,125080167103,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,40733,DON ANTONIO PEREZ XVIII,2503053623-8,CALAMAR,125080167104,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,43570,DON ANTONIO PEREZ XVII,2503173423-2,CALAMAR,125080167105,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,55616,DON ANTONIO PEREZ ,2503127223-9,CALAMAR,125080167099,2012-08-03,2014-08-02
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,59717,DON ANTONIO PEREZ XVI,2503173323-2,CALAMAR,125080167098,2012-08-03,2014-08-02
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203013909,"PESQUERA ROSAMAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,25015,ANDREA,0201386023-4,TIBURON,1031038329,2012-08-03,2016-04-30
2012,SONORA,GUAYMAS,H. GUAYMAS,2604011409,"GEOMAR PESQUERA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,11700,GEOMAR VII,2602064123-9,CALAMAR GIGANTE,126047168208,2012-08-01,2016-07-31
2012,SINALOA,MAZATLÁN,250120001,2508013139,"AGROPESCA DEL FUERTE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACIFICO,56382,CONQUISTA,0701987133-8,TUNIDOS,CP-001/2012,2012-07-31,2032-07-30
2012,SINALOA,MAZATLÁN,250120001,2508013139,"AGROPESCA DEL FUERTE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN NACIONAL E INTERNACIONAL DEL OCÉANO PACIFICO,42945,NAIR II,0701981133-8,"ATÚN ALETA AZUL, BARRILETE, ATÚN A. AMARILLA, ALBACORA, ATUN PATUDO",CP-005/2012,2012-07-31,2032-07-30
2012,SINALOA,MAZATLÁN,250120001,2508013139,"AGROPESCA DEL FUERTE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL NACIONAL E INTERNACIONAL DEL OCÉANO PACIFICO,1321,NAIR ,0701981033-3,"ATÚN ALETA AZUL, BARRILETE, ATÚN A. AMARILLA, ALBACORA, ATUN PATUDO",CP-004/2012,2012-07-31,2032-07-30
2012,SINALOA,MAZATLÁN,250120001,2508013139,"AGROPESCA DEL FUERTE, S.A. DE C.V.",AGUAS DE JURISDICCION NACIONAL E INTERNACIONAL DEL OCEANO PACIFICO.,41632,NAIR III,2503186533-1,TUNIDOS,CP-372/2000,2012-07-30,2020-11-14
2012,CAMPECHE,CAMPECHE,CAMPECHE,401001904,CARLOS DE ATOCHA SEGOVIA BURGOS,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,68114,ARIANA,0402013213-2,TIBURON,204010832002,2012-07-30,2016-04-30
2012,BAJA CALIFORNIA,ENSENADA,,203007430,FEDERICO NUÑEZ AGUILERA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,47332,CHRIS,0201216430-1,TIBURON,1020308320242,2012-07-30,2016-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007073,"FREDDIE AVILA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,16436,SANTA CATALINA III,2503073823-1,CAMARON DE ALTAMAR,12511010645,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007073,"FREDDIE AVILA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55152,CARMELITA G.,2503042323-6,CAMARON DE ALTAMAR,10601013335,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007073,"FREDDIE AVILA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,18937,PROPEMEX A-45-A,2503069023-3,CAMARON DE ALTAMAR,12501012276,2012-07-30,2016-07-29
2012,SONORA,GUAYMAS,H. GUAYMAS,2604011409,"GEOMAR PESQUERA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,46367,GEOMAR X,2602472823-4,CAMARON DE ALTAMAR,12604010872,2012-07-30,2016-07-29
2012,YUCATAN,DZILAM DE BRAVO,DZILAM DE BRAVO,3102000712,JAVIER LORETO MARRUFO GONZALEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,77263,LIZ MARIA 4,3102186323-1,TIBURON,23105483219,2012-07-30,2016-04-30
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,2508007958,"LINAMAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN EFDERAL DEL LITORAL DEL OCÉANO PACÍFICO,47688,ANGELICA,0201242520-8,TIBURON,1020308320235,2012-07-30,2016-04-30
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,601002181,"NAVIERA SIERRA NUÑEZ, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,46383,TITO I,0201369023-3,TIBURON,1020308320230,2012-07-30,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,54718,MAROS III,2503007323-5,CAMARON DE ALTAMAR,11201013206,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,54726,MAROS IV,2503046223-5,CAMARON DE ALTAMAR,12511010651,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,55269,JORGE MIGUEL,2503024123-4,CAMARON DE ALTAMAR,10705010274,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55640,MAROS X,2503133323-6,CAMARON DE ALTAMAR,12508013371,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,55657,MAROS XI,2503133423-4,CAMARON DE ALTAMAR,12005013224,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55665,MAROS XII,2503133523-5,CAMARON DE ALTAMAR,12005012218,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005382,"PESCA INDUSTRIAL MAROS, S.A. DE C.V.",AGUAS DE JURIADICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,54155,INDIO AZTECA,2503045323-5,CAMARON DE ALTAMAR,12508013421,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508010747,"PESQUERA ARTEAGA, S.A. DE C.V.                                        ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,13961,NOEMI,2503023223-8,CAMARON DE ALTAMAR,10601014197,2012-07-30,2016-07-29
2012,SINALOA,MAZATLÁN,,2508011265,PESQUERA MARIA ROSA S.A DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,16428,BALKA,2503062023-1,CAMARON DE ALTAMAR,12508010472,2012-07-30,2016-07-29
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL,203126586,"PESQUERA THOR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,46649,YUMANO,0201189230-3,TIBURON,1020308320246,2012-07-30,2016-04-30
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL,203126586,"PESQUERA THOR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,47274,THOR,0201203930-5,TIBURON,1020308320255,2012-07-30,2016-04-30
2012,SONORA,PUERTO PEÑASCO,PUERTO  PEÑASCO,2607002082,"S. C. P. P. ESCAMEROS Y CAMARONEROS DE PEÑASCO, S. C. L.                        ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,50351,MISTER II,2601010123-8,ESCAMA MARINA,126047993170,2012-07-30,2016-07-29
2012,SONORA,HUATABAMPO,HUATABAMPO,2604004883,TERESITA DE JESUS ESPINOZA MENDIVIL ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,23093,PROPEMEX G-22,2802030723-5,CAMARON DE ALTAMAR,12604011091,2012-07-30,2016-07-29
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808006049,ALEJANDRO EDUARDO HAMELIUS DOMINGUEZ                                  ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,64105,WAYWARD WIND 84,2804015623-6,CAMARON DE ALTAMAR,22808014002,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMAULIPAS,2808006692,CYNTHIA PATRICIA URBINA DEL ANGEL,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,28704,CAMARONES DEL GOLFO VIII,2804254723-7,CAMARON DE ALTAMAR,22808011872,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,,2808007260,FRANCISCO JAVIER ROBLES ALVAREZ                                       ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,39792,POSEIDON II,2804016523-6,CAMARON DE ALTAMAR,22808011935,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,,2808007260,FRANCISCO JAVIER ROBLES ALVAREZ                                       ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,28084,POSEIDON,2804016623-8,CAMARON DE ALTAMAR,22808011932,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808005546,GERARDO MORALES TAMEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,31104,FIPESCO 28,2804033423-2,CAMARON DE ALTAMAR,22808012084,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808005546,GERARDO MORALES TAMEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,29918,GIJON VI,2804033123-2,CAMARON DE ALTAMAR,22808011937,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,,2808006726,JONATHAN PIMIENTA MONTIEL                                             ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,39743,BANPESCA 67,2804012223-3,CAMARON DE ALTAMAR,22808013013,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808004283,JOSE ISMAEL FERNANDEZ MORALES,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,64626,JAIBO,2804003823-2,CAMARON DE ALTAMAR,22808014098,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808004226,MARBELLO DE TAMPICO S.A. DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,9969,DON HABACUC CUCO,2804011623-5,CAMARON DE ALTAMAR,22808011417,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,,2808006270,MARLEN GONZALEZ ARRIAGA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,33308,FIPESCO 116,2804018623-1,CAMARON DE ALTAMAR,23011014034,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,,2808006452,MONICA ALICIA REYNAGA PEÑA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,28993,ESPERANZA III,2804010823-6,CAMARON DE ALTAMAR,22808012020,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808007252,"MORALES TAMEZ, S.A. DE C.V.                                           ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,69443,SAN JOSE II,105,CAMARON DE ALTAMAR,20402014184,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808007252,"MORALES TAMEZ, S.A. DE C.V.                                           ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,39818,BANPESCA 70,2804232523-3,CAMARON DE ALTAMAR,22808013449,2012-07-26,2016-07-25
2012,VERACRUZ,PÁNUCO,POBLADO EL MORALILLO,3012003673,"NAVIERA Y PESQUERA EL RUISEÑOR, S.A. DE C.V.                          ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,69542,EL RUISEÑOR II,2804039623-8,CAMARON DE ALTAMAR,20401011670,2012-07-26,2016-07-25
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808006189,"PESQUERA BERA, S.A. DE C.V.                                            ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,65037,TRIUNFADOR,2804246123-6,CAMARON DE ALTAMAR,228084193366,2012-07-26,2014-07-25
