Componente,Año,Estado,Municipio,Localidad,Registradas,Apoyadas
Motor,2014,Michoacán,Aquila,Aquila,2,2
Embarcación,2014,Michoacán,Aquila,Aquila,1,1
Hielera,2014,Michoacán,Aquila,Aquila,0,0
Sistema,2014,Michoacán,Aquila,Aquila,0,0
Motor,2014,Michoacán,Aquila,Arenas Blancas,0,0
Embarcación,2014,Michoacán,Aquila,Arenas Blancas,1,1
Hielera,2014,Michoacán,Aquila,Arenas Blancas,0,0
Sistema,2014,Michoacán,Aquila,Arenas Blancas,0,0
Motor,2014,Michoacán,Aquila,El Faro de Bucerías,1,0
Embarcación,2014,Michoacán,Aquila,El Faro de Bucerías,1,0
Hielera,2014,Michoacán,Aquila,El Faro de Bucerías,0,0
Sistema,2014,Michoacán,Aquila,El Faro de Bucerías,0,0
Motor,2014,Michoacán,Aquila,La Manzanilla,0,0
Embarcación,2014,Michoacán,Aquila,La Manzanilla,1,1
Hielera,2014,Michoacán,Aquila,La Manzanilla,1,0
Sistema,2014,Michoacán,Aquila,La Manzanilla,1,0
Motor,2014,Michoacán,Aquila,La Placita de Morelos,1,1
Embarcación,2014,Michoacán,Aquila,La Placita de Morelos,0,0
Hielera,2014,Michoacán,Aquila,La Placita de Morelos,0,0
Sistema,2014,Michoacán,Aquila,La Placita de Morelos,0,0
Motor,2014,Michoacán,Aquila,Maruata,13,9
Embarcación,2014,Michoacán,Aquila,Maruata,5,4
Hielera,2014,Michoacán,Aquila,Maruata,0,0
Sistema,2014,Michoacán,Aquila,Maruata,0,0
Motor,2014,Michoacán,Aquila,Pichilinguillo,2,0
Embarcación,2014,Michoacán,Aquila,Pichilinguillo,0,0
Hielera,2014,Michoacán,Aquila,Pichilinguillo,0,0
Sistema,2014,Michoacán,Aquila,Pichilinguillo,0,0
Motor,2014,Michoacán,Aquila,Zapote de Tizupan,2,2
Embarcación,2014,Michoacán,Aquila,Zapote de Tizupan,0,0
Hielera,2014,Michoacán,Aquila,Zapote de Tizupan,0,0
Sistema,2014,Michoacán,Aquila,Zapote de Tizupan,0,0
Motor,2014,Michoacán,Arteaga,El Platanito,4,2
Embarcación,2014,Michoacán,Arteaga,El Platanito,2,1
Hielera,2014,Michoacán,Arteaga,El Platanito,0,0
Sistema,2014,Michoacán,Arteaga,El Platanito,0,0
Motor,2014,Michoacán,Churumuco,Canipio,1,1
Embarcación,2014,Michoacán,Churumuco,Canipio,0,0
Hielera,2014,Michoacán,Churumuco,Canipio,0,0
Sistema,2014,Michoacán,Churumuco,Canipio,0,0
Motor,2014,Michoacán,Churumuco,Churumuco de Morelos,25,19
Embarcación,2014,Michoacán,Churumuco,Churumuco de Morelos,14,7
Hielera,2014,Michoacán,Churumuco,Churumuco de Morelos,0,0
Sistema,2014,Michoacán,Churumuco,Churumuco de Morelos,0,0
Motor,2014,Michoacán,Churumuco,El Ahuijote,0,0
Embarcación,2014,Michoacán,Churumuco,El Ahuijote,1,1
Hielera,2014,Michoacán,Churumuco,El Ahuijote,0,0
Sistema,2014,Michoacán,Churumuco,El Ahuijote,0,0
Motor,2014,Michoacán,Churumuco,El Cueramato,1,1
Embarcación,2014,Michoacán,Churumuco,El Cueramato,0,0
Hielera,2014,Michoacán,Churumuco,El Cueramato,0,0
Sistema,2014,Michoacán,Churumuco,El Cueramato,0,0
Motor,2014,Michoacán,Churumuco,Loma el Guayacán,0,0
Embarcación,2014,Michoacán,Churumuco,Loma el Guayacán,3,3
Hielera,2014,Michoacán,Churumuco,Loma el Guayacán,0,0
Sistema,2014,Michoacán,Churumuco,Loma el Guayacán,0,0
Motor,2014,Michoacán,Churumuco,Los Cimientos,3,3
Embarcación,2014,Michoacán,Churumuco,Los Cimientos,1,1
Hielera,2014,Michoacán,Churumuco,Los Cimientos,0,0
Sistema,2014,Michoacán,Churumuco,Los Cimientos,0,0
Motor,2014,Michoacán,Churumuco,San Antonio,1,1
Embarcación,2014,Michoacán,Churumuco,San Antonio,0,0
Hielera,2014,Michoacán,Churumuco,San Antonio,0,0
Sistema,2014,Michoacán,Churumuco,San Antonio,0,0
Motor,2014,Michoacán,Coahuayana,Boca de Apiza,30,15
Embarcación,2014,Michoacán,Coahuayana,Boca de Apiza,15,14
Hielera,2014,Michoacán,Coahuayana,Boca de Apiza,3,1
Sistema,2014,Michoacán,Coahuayana,Boca de Apiza,2,1
Motor,2014,Michoacán,Coahuayana,Coahuayana de Hidalgo,4,2
Embarcación,2014,Michoacán,Coahuayana,Coahuayana de Hidalgo,3,2
Hielera,2014,Michoacán,Coahuayana,Coahuayana de Hidalgo,0,0
Sistema,2014,Michoacán,Coahuayana,Coahuayana de Hidalgo,0,0
Motor,2014,Michoacán,Coahuayana,Coahuayana Viejo,0,0
Embarcación,2014,Michoacán,Coahuayana,Coahuayana Viejo,1,1
Hielera,2014,Michoacán,Coahuayana,Coahuayana Viejo,0,0
Sistema,2014,Michoacán,Coahuayana,Coahuayana Viejo,0,0
Motor,2014,Michoacán,Coahuayana,San Telmo,0,0
Embarcación,2014,Michoacán,Coahuayana,San Telmo,1,0
Hielera,2014,Michoacán,Coahuayana,San Telmo,0,0
Sistema,2014,Michoacán,Coahuayana,San Telmo,0,0
Motor,2014,Michoacán,Cojumatlán de Régules,Cojumatlán de Régules,1,1
Embarcación,2014,Michoacán,Cojumatlán de Régules,Cojumatlán de Régules,0,0
Hielera,2014,Michoacán,Cojumatlán de Régules,Cojumatlán de Régules,0,0
Sistema,2014,Michoacán,Cojumatlán de Régules,Cojumatlán de Régules,0,0
Motor,2014,Michoacán,Cojumatlán de Régules,Petatán (Isla de Petatán),4,3
Embarcación,2014,Michoacán,Cojumatlán de Régules,Petatán (Isla de Petatán),0,0
Hielera,2014,Michoacán,Cojumatlán de Régules,Petatán (Isla de Petatán),0,0
Sistema,2014,Michoacán,Cojumatlán de Régules,Petatán (Isla de Petatán),0,0
Motor,2014,Michoacán,Cuitzeo,Cuitzeo del Porvenir,0,0
Embarcación,2014,Michoacán,Cuitzeo,Cuitzeo del Porvenir,1,0
Hielera,2014,Michoacán,Cuitzeo,Cuitzeo del Porvenir,0,0
Sistema,2014,Michoacán,Cuitzeo,Cuitzeo del Porvenir,0,0
Motor,2014,Michoacán,Cuitzeo,La Palma (San José la Palma),0,0
Embarcación,2014,Michoacán,Cuitzeo,La Palma (San José la Palma),1,1
Hielera,2014,Michoacán,Cuitzeo,La Palma (San José la Palma),0,0
Sistema,2014,Michoacán,Cuitzeo,La Palma (San José la Palma),0,0
Motor,2014,Michoacán,Cuitzeo,Los Placeres,0,0
Embarcación,2014,Michoacán,Cuitzeo,Los Placeres,1,1
Hielera,2014,Michoacán,Cuitzeo,Los Placeres,0,0
Sistema,2014,Michoacán,Cuitzeo,Los Placeres,0,0
Motor,2014,Michoacán,Cuitzeo,Mariano Escobedo (San Lorenzo),0,0
Embarcación,2014,Michoacán,Cuitzeo,Mariano Escobedo (San Lorenzo),101,97
Hielera,2014,Michoacán,Cuitzeo,Mariano Escobedo (San Lorenzo),0,0
Sistema,2014,Michoacán,Cuitzeo,Mariano Escobedo (San Lorenzo),0,0
Motor,2014,Michoacán,Cuitzeo,San Agustín del Pulque,0,0
Embarcación,2014,Michoacán,Cuitzeo,San Agustín del Pulque,6,6
Hielera,2014,Michoacán,Cuitzeo,San Agustín del Pulque,0,0
Sistema,2014,Michoacán,Cuitzeo,San Agustín del Pulque,0,0
Motor,2014,Michoacán,Huetamo,Huetamo de Núñez,0,0
Embarcación,2014,Michoacán,Huetamo,Huetamo de Núñez,5,3
Hielera,2014,Michoacán,Huetamo,Huetamo de Núñez,0,0
Sistema,2014,Michoacán,Huetamo,Huetamo de Núñez,0,0
Motor,2014,Michoacán,Huetamo,Los Chiles,0,0
Embarcación,2014,Michoacán,Huetamo,Los Chiles,1,1
Hielera,2014,Michoacán,Huetamo,Los Chiles,0,0
Sistema,2014,Michoacán,Huetamo,Los Chiles,0,0
Motor,2014,Michoacán,Huetamo,San Jerónimo,0,0
Embarcación,2014,Michoacán,Huetamo,San Jerónimo,16,11
Hielera,2014,Michoacán,Huetamo,San Jerónimo,0,0
Sistema,2014,Michoacán,Huetamo,San Jerónimo,0,0
Motor,2014,Michoacán,Huetamo,Santa Rosa,0,0
Embarcación,2014,Michoacán,Huetamo,Santa Rosa,1,1
Hielera,2014,Michoacán,Huetamo,Santa Rosa,0,0
Sistema,2014,Michoacán,Huetamo,Santa Rosa,0,0
Motor,2014,Michoacán,La Huacana.,Bellas Fuentes (Nuevo Centro),2,1
Embarcación,2014,Michoacán,La Huacana.,Bellas Fuentes (Nuevo Centro),2,2
Hielera,2014,Michoacán,La Huacana.,Bellas Fuentes (Nuevo Centro),0,0
Sistema,2014,Michoacán,La Huacana.,Bellas Fuentes (Nuevo Centro),0,0
Motor,2014,Michoacán,La Huacana.,El Canelo,0,0
Embarcación,2014,Michoacán,La Huacana.,El Canelo,11,4
Hielera,2014,Michoacán,La Huacana.,El Canelo,0,0
Sistema,2014,Michoacán,La Huacana.,El Canelo,0,0
Motor,2014,Michoacán,La Huacana.,El Chilar,0,0
Embarcación,2014,Michoacán,La Huacana.,El Chilar,4,4
Hielera,2014,Michoacán,La Huacana.,El Chilar,0,0
Sistema,2014,Michoacán,La Huacana.,El Chilar,0,0
Motor,2014,Michoacán,La Huacana.,El Ciruelo,0,0
Embarcación,2014,Michoacán,La Huacana.,El Ciruelo,0,0
Hielera,2014,Michoacán,La Huacana.,El Ciruelo,1,0
Sistema,2014,Michoacán,La Huacana.,El Ciruelo,0,0
Motor,2014,Michoacán,La Huacana.,El Embarcadero,0,0
Embarcación,2014,Michoacán,La Huacana.,El Embarcadero,1,1
Hielera,2014,Michoacán,La Huacana.,El Embarcadero,1,0
Sistema,2014,Michoacán,La Huacana.,El Embarcadero,0,0
Motor,2014,Michoacán,La Huacana.,El Lindero,1,1
Embarcación,2014,Michoacán,La Huacana.,El Lindero,0,0
Hielera,2014,Michoacán,La Huacana.,El Lindero,0,0
Sistema,2014,Michoacán,La Huacana.,El Lindero,0,0
Motor,2014,Michoacán,La Huacana.,Guadalupe de Oropeo,1,1
Embarcación,2014,Michoacán,La Huacana.,Guadalupe de Oropeo,0,0
Hielera,2014,Michoacán,La Huacana.,Guadalupe de Oropeo,0,0
Sistema,2014,Michoacán,La Huacana.,Guadalupe de Oropeo,0,0
Motor,2014,Michoacán,La Huacana.,Hacienda Vieja,1,1
Embarcación,2014,Michoacán,La Huacana.,Hacienda Vieja,0,0
Hielera,2014,Michoacán,La Huacana.,Hacienda Vieja,0,0
Sistema,2014,Michoacán,La Huacana.,Hacienda Vieja,0,0
Motor,2014,Michoacán,La Huacana.,La Huacana,0,0
Embarcación,2014,Michoacán,La Huacana.,La Huacana,1,1
Hielera,2014,Michoacán,La Huacana.,La Huacana,0,0
Sistema,2014,Michoacán,La Huacana.,La Huacana,0,0
Motor,2014,Michoacán,La Huacana.,Las Cruces (Las Crucitas),1,1
Embarcación,2014,Michoacán,La Huacana.,Las Cruces (Las Crucitas),0,0
Hielera,2014,Michoacán,La Huacana.,Las Cruces (Las Crucitas),0,0
Sistema,2014,Michoacán,La Huacana.,Las Cruces (Las Crucitas),0,0
Motor,2014,Michoacán,La Huacana.,Los Ciriancitos (Lázaro Cárdenas),4,2
Embarcación,2014,Michoacán,La Huacana.,Los Ciriancitos (Lázaro Cárdenas),0,0
Hielera,2014,Michoacán,La Huacana.,Los Ciriancitos (Lázaro Cárdenas),0,0
Sistema,2014,Michoacán,La Huacana.,Los Ciriancitos (Lázaro Cárdenas),0,0
Motor,2014,Michoacán,La Huacana.,Piedra Verde,1,1
Embarcación,2014,Michoacán,La Huacana.,Piedra Verde,1,1
Hielera,2014,Michoacán,La Huacana.,Piedra Verde,0,0
Sistema,2014,Michoacán,La Huacana.,Piedra Verde,0,0
Motor,2014,Michoacán,La Huacana.,Potrerillos de Rentería (Cupuancillo),5,3
Embarcación,2014,Michoacán,La Huacana.,Potrerillos de Rentería (Cupuancillo),14,12
Hielera,2014,Michoacán,La Huacana.,Potrerillos de Rentería (Cupuancillo),0,0
Sistema,2014,Michoacán,La Huacana.,Potrerillos de Rentería (Cupuancillo),0,0
Motor,2014,Michoacán,La Huacana.,San Francisco de los Ranchos (El Falsete),0,0
Embarcación,2014,Michoacán,La Huacana.,San Francisco de los Ranchos (El Falsete),1,1
Hielera,2014,Michoacán,La Huacana.,San Francisco de los Ranchos (El Falsete),0,0
Sistema,2014,Michoacán,La Huacana.,San Francisco de los Ranchos (El Falsete),0,0
Motor,2014,Michoacán,La Huacana.,San Miguel Silahua (La Nopalera),0,0
Embarcación,2014,Michoacán,La Huacana.,San Miguel Silahua (La Nopalera),2,1
Hielera,2014,Michoacán,La Huacana.,San Miguel Silahua (La Nopalera),0,0
Sistema,2014,Michoacán,La Huacana.,San Miguel Silahua (La Nopalera),0,0
Motor,2014,Michoacán,La Huacana.,San Pedro Barajas,0,0
Embarcación,2014,Michoacán,La Huacana.,San Pedro Barajas,12,0
Hielera,2014,Michoacán,La Huacana.,San Pedro Barajas,0,0
Sistema,2014,Michoacán,La Huacana.,San Pedro Barajas,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Bahía Bufadero (Caleta de Campos),2,2
Embarcación,2014,Michoacán,Lázaro Cárdenas,Bahía Bufadero (Caleta de Campos),1,1
Hielera,2014,Michoacán,Lázaro Cárdenas,Bahía Bufadero (Caleta de Campos),0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Bahía Bufadero (Caleta de Campos),0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Caletilla de Mexcalhuacán,2,2
Embarcación,2014,Michoacán,Lázaro Cárdenas,Caletilla de Mexcalhuacán,0,0
Hielera,2014,Michoacán,Lázaro Cárdenas,Caletilla de Mexcalhuacán,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Caletilla de Mexcalhuacán,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Chucutitán,1,1
Embarcación,2014,Michoacán,Lázaro Cárdenas,Chucutitán,0,0
Hielera,2014,Michoacán,Lázaro Cárdenas,Chucutitán,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Chucutitán,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,19,11
Embarcación,2014,Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,5,4
Hielera,2014,Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,1,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,2,0
Motor,2014,Michoacán,Lázaro Cárdenas,Colonia Ampliación Independencia,0,0
Embarcación,2014,Michoacán,Lázaro Cárdenas,Colonia Ampliación Independencia,1,1
Hielera,2014,Michoacán,Lázaro Cárdenas,Colonia Ampliación Independencia,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Colonia Ampliación Independencia,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,La Primavera,1,1
Embarcación,2014,Michoacán,Lázaro Cárdenas,La Primavera,0,0
Hielera,2014,Michoacán,Lázaro Cárdenas,La Primavera,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,La Primavera,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Las Guacamayas,11,8
Embarcación,2014,Michoacán,Lázaro Cárdenas,Las Guacamayas,1,1
Hielera,2014,Michoacán,Lázaro Cárdenas,Las Guacamayas,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Las Guacamayas,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Las Peñas,5,5
Embarcación,2014,Michoacán,Lázaro Cárdenas,Las Peñas,4,2
Hielera,2014,Michoacán,Lázaro Cárdenas,Las Peñas,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Las Peñas,0,0
Motor,2014,Michoacán,Lázaro Cárdenas,Playa Azul,9,0
Embarcación,2014,Michoacán,Lázaro Cárdenas,Playa Azul,9,6
Hielera,2014,Michoacán,Lázaro Cárdenas,Playa Azul,0,0
Sistema,2014,Michoacán,Lázaro Cárdenas,Playa Azul,5,0
Motor,2014,Michoacán,Múgica,Gámbara,0,0
Embarcación,2014,Michoacán,Múgica,Gámbara,5,5
Hielera,2014,Michoacán,Múgica,Gámbara,0,0
Sistema,2014,Michoacán,Múgica,Gámbara,0,0
Motor,2014,Michoacán,Múgica,Nueva Italia de Ruiz,0,0
Embarcación,2014,Michoacán,Múgica,Nueva Italia de Ruiz,3,3
Hielera,2014,Michoacán,Múgica,Nueva Italia de Ruiz,0,0
Sistema,2014,Michoacán,Múgica,Nueva Italia de Ruiz,0,0
Motor,2014,Michoacán,Múgica,Nuevo Capirio (Capirio Nuevo),0,0
Embarcación,2014,Michoacán,Múgica,Nuevo Capirio (Capirio Nuevo),3,3
Hielera,2014,Michoacán,Múgica,Nuevo Capirio (Capirio Nuevo),0,0
Sistema,2014,Michoacán,Múgica,Nuevo Capirio (Capirio Nuevo),0,0
Motor,2014,Michoacán,Puruándiro,Villachuato,4,4
Embarcación,2014,Michoacán,Puruándiro,Villachuato,14,13
Hielera,2014,Michoacán,Puruándiro,Villachuato,0,0
Sistema,2014,Michoacán,Puruándiro,Villachuato,0,0
Motor,2014,Michoacán,Santa Ana Maya,San Nicolás Cuiritzeo (Cuiritzeo),0,0
Embarcación,2014,Michoacán,Santa Ana Maya,San Nicolás Cuiritzeo (Cuiritzeo),21,18
Hielera,2014,Michoacán,Santa Ana Maya,San Nicolás Cuiritzeo (Cuiritzeo),0,0
Sistema,2014,Michoacán,Santa Ana Maya,San Nicolás Cuiritzeo (Cuiritzeo),0,0
Motor,2014,Michoacán,Santa Ana Maya,Santa Ana Maya,0,0
Embarcación,2014,Michoacán,Santa Ana Maya,Santa Ana Maya,4,4
Hielera,2014,Michoacán,Santa Ana Maya,Santa Ana Maya,0,0
Sistema,2014,Michoacán,Santa Ana Maya,Santa Ana Maya,0,0
Motor,2014,Michoacán,Tepalcatepec,Tepalcatepec,1,1
Embarcación,2014,Michoacán,Tepalcatepec,Tepalcatepec,17,17
Hielera,2014,Michoacán,Tepalcatepec,Tepalcatepec,0,0
Sistema,2014,Michoacán,Tepalcatepec,Tepalcatepec,0,0
Motor,2014,Michoacán,Tiquicheo de Nicolás Romero,Nuevo Albarrán,5,5
Embarcación,2014,Michoacán,Tiquicheo de Nicolás Romero,Nuevo Albarrán,6,5
Hielera,2014,Michoacán,Tiquicheo de Nicolás Romero,Nuevo Albarrán,0,0
Sistema,2014,Michoacán,Tiquicheo de Nicolás Romero,Nuevo Albarrán,0,0
Motor,2014,Michoacán,Tiquicheo de Nicolás Romero,Tiquicheo,2,2
Embarcación,2014,Michoacán,Tiquicheo de Nicolás Romero,Tiquicheo,9,9
Hielera,2014,Michoacán,Tiquicheo de Nicolás Romero,Tiquicheo,0,0
Sistema,2014,Michoacán,Tiquicheo de Nicolás Romero,Tiquicheo,0,0
Motor,2014,Michoacán,Zitácuaro,La Encarnación,0,0
Embarcación,2014,Michoacán,Zitácuaro,La Encarnación,8,8
Hielera,2014,Michoacán,Zitácuaro,La Encarnación,0,0
Sistema,2014,Michoacán,Zitácuaro,La Encarnación,0,0
Motor,2014,Michoacán,Zitácuaro,La Palma,0,0
Embarcación,2014,Michoacán,Zitácuaro,La Palma,2,2
Hielera,2014,Michoacán,Zitácuaro,La Palma,0,0
Sistema,2014,Michoacán,Zitácuaro,La Palma,0,0
Motor,2014,Morelos,Miacatlán,Coatetelco,0,0
Embarcación,2014,Morelos,Miacatlán,Coatetelco,12,12
Hielera,2014,Morelos,Miacatlán,Coatetelco,0,0
Sistema,2014,Morelos,Miacatlán,Coatetelco,0,0
Motor,2014,Morelos,Miacatlán,El Rodeo,0,0
Embarcación,2014,Morelos,Miacatlán,El Rodeo,2,2
Hielera,2014,Morelos,Miacatlán,El Rodeo,0,0
Sistema,2014,Morelos,Miacatlán,El Rodeo,0,0
Motor,2014,Morelos,Miacatlán,Miacatlán,0,0
Embarcación,2014,Morelos,Miacatlán,Miacatlán,3,3
Hielera,2014,Morelos,Miacatlán,Miacatlán,0,0
Sistema,2014,Morelos,Miacatlán,Miacatlán,0,0
Motor,2014,Morelos,Xochitepec,Xochitepec,0,0
Embarcación,2014,Morelos,Xochitepec,Xochitepec,1,1
Hielera,2014,Morelos,Xochitepec,Xochitepec,0,0
Sistema,2014,Morelos,Xochitepec,Xochitepec,0,0
Motor,2014,Nayarit,Bahía de Banderas,Bucerías,0,0
Embarcación,2014,Nayarit,Bahía de Banderas,Bucerías,1,0
Hielera,2014,Nayarit,Bahía de Banderas,Bucerías,2,0
Sistema,2014,Nayarit,Bahía de Banderas,Bucerías,0,0
Motor,2014,Nayarit,Bahía de Banderas,Cruz de Huanacaxtle,6,0
Embarcación,2014,Nayarit,Bahía de Banderas,Cruz de Huanacaxtle,1,0
Hielera,2014,Nayarit,Bahía de Banderas,Cruz de Huanacaxtle,3,0
Sistema,2014,Nayarit,Bahía de Banderas,Cruz de Huanacaxtle,3,0
Motor,2014,Nayarit,Bahía de Banderas,San Francisco,1,0
Embarcación,2014,Nayarit,Bahía de Banderas,San Francisco,0,0
Hielera,2014,Nayarit,Bahía de Banderas,San Francisco,0,0
Sistema,2014,Nayarit,Bahía de Banderas,San Francisco,0,0
Motor,2014,Nayarit,Compostela,Chacala,2,0
Embarcación,2014,Nayarit,Compostela,Chacala,3,0
Hielera,2014,Nayarit,Compostela,Chacala,0,0
Sistema,2014,Nayarit,Compostela,Chacala,0,0
Motor,2014,Nayarit,Compostela,La Peñita de Jaltemba,1,0
Embarcación,2014,Nayarit,Compostela,La Peñita de Jaltemba,2,0
Hielera,2014,Nayarit,Compostela,La Peñita de Jaltemba,0,0
Sistema,2014,Nayarit,Compostela,La Peñita de Jaltemba,3,0
Motor,2014,Nayarit,Compostela,Paraíso Sereno,1,0
Embarcación,2014,Nayarit,Compostela,Paraíso Sereno,1,0
Hielera,2014,Nayarit,Compostela,Paraíso Sereno,0,0
Sistema,2014,Nayarit,Compostela,Paraíso Sereno,1,0
Motor,2014,Nayarit,Compostela,Platanitos,1,0
Embarcación,2014,Nayarit,Compostela,Platanitos,0,0
Hielera,2014,Nayarit,Compostela,Platanitos,0,0
Sistema,2014,Nayarit,Compostela,Platanitos,0,0
Motor,2014,Nayarit,Compostela,Rincón de Guayabitos,0,0
Embarcación,2014,Nayarit,Compostela,Rincón de Guayabitos,1,0
Hielera,2014,Nayarit,Compostela,Rincón de Guayabitos,0,0
Sistema,2014,Nayarit,Compostela,Rincón de Guayabitos,1,0
Motor,2014,Nayarit,Compostela,Úrsulo Galván,1,0
Embarcación,2014,Nayarit,Compostela,Úrsulo Galván,0,0
Hielera,2014,Nayarit,Compostela,Úrsulo Galván,0,0
Sistema,2014,Nayarit,Compostela,Úrsulo Galván,0,0
Motor,2014,Nayarit,Del Nayar,El Novillero (El Novillero Viejo),9,0
Embarcación,2014,Nayarit,Del Nayar,El Novillero (El Novillero Viejo),3,0
Hielera,2014,Nayarit,Del Nayar,El Novillero (El Novillero Viejo),0,0
Sistema,2014,Nayarit,Del Nayar,El Novillero (El Novillero Viejo),0,0
Motor,2014,Nayarit,Rosamorada,Francisco Villa (El Retiro),3,0
Embarcación,2014,Nayarit,Rosamorada,Francisco Villa (El Retiro),0,0
Hielera,2014,Nayarit,Rosamorada,Francisco Villa (El Retiro),0,0
Sistema,2014,Nayarit,Rosamorada,Francisco Villa (El Retiro),0,0
Motor,2014,Nayarit,Rosamorada,Llano del Tigre,7,0
Embarcación,2014,Nayarit,Rosamorada,Llano del Tigre,0,0
Hielera,2014,Nayarit,Rosamorada,Llano del Tigre,0,0
Sistema,2014,Nayarit,Rosamorada,Llano del Tigre,0,0
Motor,2014,Nayarit,Rosamorada,Pericos,7,0
Embarcación,2014,Nayarit,Rosamorada,Pericos,4,0
Hielera,2014,Nayarit,Rosamorada,Pericos,0,0
Sistema,2014,Nayarit,Rosamorada,Pericos,0,0
Motor,2014,Nayarit,Rosamorada,Pescadero,7,0
Embarcación,2014,Nayarit,Rosamorada,Pescadero,0,0
Hielera,2014,Nayarit,Rosamorada,Pescadero,0,0
Sistema,2014,Nayarit,Rosamorada,Pescadero,0,0
Motor,2014,Nayarit,Rosamorada,Pimientillo,1,0
Embarcación,2014,Nayarit,Rosamorada,Pimientillo,0,0
Hielera,2014,Nayarit,Rosamorada,Pimientillo,0,0
Sistema,2014,Nayarit,Rosamorada,Pimientillo,0,0
Motor,2014,Nayarit,Rosamorada,San Miguel,10,0
Embarcación,2014,Nayarit,Rosamorada,San Miguel,0,0
Hielera,2014,Nayarit,Rosamorada,San Miguel,0,0
Sistema,2014,Nayarit,Rosamorada,San Miguel,0,0
Motor,2014,Nayarit,Rosamorada,San Miguelito,4,0
Embarcación,2014,Nayarit,Rosamorada,San Miguelito,0,0
Hielera,2014,Nayarit,Rosamorada,San Miguelito,0,0
Sistema,2014,Nayarit,Rosamorada,San Miguelito,0,0
Motor,2014,Nayarit,San Blas,Boca del Asadero,0,0
Embarcación,2014,Nayarit,San Blas,Boca del Asadero,3,0
Hielera,2014,Nayarit,San Blas,Boca del Asadero,0,0
Sistema,2014,Nayarit,San Blas,Boca del Asadero,0,0
Motor,2014,Nayarit,San Blas,Laureles y Góngora (El Limón),0,0
Embarcación,2014,Nayarit,San Blas,Laureles y Góngora (El Limón),1,0
Hielera,2014,Nayarit,San Blas,Laureles y Góngora (El Limón),0,0
Sistema,2014,Nayarit,San Blas,Laureles y Góngora (El Limón),0,0
Motor,2014,Nayarit,San Blas,San Blas,13,0
Embarcación,2014,Nayarit,San Blas,San Blas,3,0
Hielera,2014,Nayarit,San Blas,San Blas,0,0
Sistema,2014,Nayarit,San Blas,San Blas,0,0
Motor,2014,Nayarit,Santa María del Oro,Las Cuevas,4,0
Embarcación,2014,Nayarit,Santa María del Oro,Las Cuevas,0,0
Hielera,2014,Nayarit,Santa María del Oro,Las Cuevas,0,0
Sistema,2014,Nayarit,Santa María del Oro,Las Cuevas,0,0
Motor,2014,Nayarit,Santa María del Oro,Mojarritas,1,0
Embarcación,2014,Nayarit,Santa María del Oro,Mojarritas,0,0
Hielera,2014,Nayarit,Santa María del Oro,Mojarritas,0,0
Sistema,2014,Nayarit,Santa María del Oro,Mojarritas,0,0
Motor,2014,Nayarit,Santiago Ixcuintla,Boca de Camichín,13,0
Embarcación,2014,Nayarit,Santiago Ixcuintla,Boca de Camichín,11,0
Hielera,2014,Nayarit,Santiago Ixcuintla,Boca de Camichín,0,0
Sistema,2014,Nayarit,Santiago Ixcuintla,Boca de Camichín,0,0
Motor,2014,Nayarit,Santiago Ixcuintla,El Carrizo,0,0
Embarcación,2014,Nayarit,Santiago Ixcuintla,El Carrizo,1,0
Hielera,2014,Nayarit,Santiago Ixcuintla,El Carrizo,0,0
Sistema,2014,Nayarit,Santiago Ixcuintla,El Carrizo,0,0
Motor,2014,Nayarit,Santiago Ixcuintla,Mexcaltitán de Uribe,6,0
Embarcación,2014,Nayarit,Santiago Ixcuintla,Mexcaltitán de Uribe,0,0
Hielera,2014,Nayarit,Santiago Ixcuintla,Mexcaltitán de Uribe,0,0
Sistema,2014,Nayarit,Santiago Ixcuintla,Mexcaltitán de Uribe,0,0
Motor,2014,Nayarit,Santiago Ixcuintla,Palmar de Cuautla (Cuautla),1,0
Embarcación,2014,Nayarit,Santiago Ixcuintla,Palmar de Cuautla (Cuautla),19,0
Hielera,2014,Nayarit,Santiago Ixcuintla,Palmar de Cuautla (Cuautla),0,0
Sistema,2014,Nayarit,Santiago Ixcuintla,Palmar de Cuautla (Cuautla),0,0
Motor,2014,Nayarit,Santiago Ixcuintla,Puerta de Palapares,5,0
Embarcación,2014,Nayarit,Santiago Ixcuintla,Puerta de Palapares,2,0
